안심식당번호,시군구명,사업장명,정제지번주소,전화번호,정제WGS84위도,정제WGS84경도
26516,남양주시,종로계림닭도리탕원조,경기도 남양주시 다산동 6141번지,,37.6161029057,127.1524431285
26518,남양주시,만추,경기도 남양주시 다산동 6141번지,,37.6161029057,127.1524431285
26519,남양주시,101번지남산돈까스,경기도 남양주시 다산동 6141번지,031-8078-2063,37.6161029057,127.1524431285
26521,남양주시,온기정,경기도 남양주시 다산동 6141번지,031-8078-2075,37.6161029057,127.1524431285
26523,남양주시,육첩반상,경기도 남양주시 다산동 6141번지,031-8078-2067,37.6161029057,127.1524431285
26525,남양주시,간코,경기도 남양주시 다산동 6141번지,031-8078-2069,37.6161029057,127.1524431285
26527,남양주시,㈜한길상회,경기도 남양주시 다산동 6141번지,,37.6161029057,127.1524431285
26529,남양주시,콘타이,경기도 남양주시 다산동 6141번지,02-335-6001,37.6161029057,127.1524431285
26531,남양주시,아웃백스테이크하우스남양주현대아울렛점,경기도 남양주시 다산동 6141번지,031-8078-2344,37.6161029057,127.1524431285
26532,남양주시,다산랑만,경기도 남양주시 다산동 6141번지,,37.6161029057,127.1524431285
17026,남양주시,코바코남양주장현점,경기도 남양주시 진접읍 장현리 643-20번지,031-511-9117,37.7172139522,127.1808024915
17028,남양주시,바위와소나무,경기도 남양주시 별내동 2167-34번지,031-529-1235,37.6680457391,127.1198398578
17030,남양주시,웅추한방삼계탕동구밖과수원집,경기도 남양주시 금곡동 678-83번지,031-592-5656,37.6321939930,127.2026887268
17031,남양주시,일등가다산점,경기도 남양주시 다산동 6087-3번지,031-552-5779,37.6230344472,127.1525128483
17032,남양주시,죽이야기(남양주마석점),경기도 남양주시 화도읍 묵현리 406-3번지,031-558-6233,37.6561838877,127.2741302766
17033,남양주시,죽이야기(별내파라곤스퀘어점),경기도 남양주시 별내동 975-1번지,031-529-1233,37.6519200586,127.1280843097
27558,남양주시,엔케이(NK)웰빙가든(오아시스레스토랑),경기도 남양주시 와부읍 도곡리 498-1번지,031-521-7334,37.5687876705,127.2304352401
20635,남양주시,유락,경기도 남양주시 진접읍 장현리 695-1번지,031-529-8847,37.7136958210,127.1797170365
20637,남양주시,연안식당호평점,경기도 남양주시 호평동 632-14번지,031-594-6506,37.6539715033,127.2414076918
20639,남양주시,귀품찬곽만근숯불구이전문점,경기도 남양주시 와부읍 덕소리 86번지,031-576-6780,37.5897118787,127.2242885104
20641,남양주시,화덕을맛난생선,경기도 남양주시 평내동 152-19번지,031-591-6111,37.6516772607,127.2433201675
28378,남양주시,금도참치,경기도 남양주시 진접읍 연평리 61-6번지,031-571-3690,37.7108952128,127.1839949720
28380,남양주시,동경참치,경기도 남양주시 호평동 632-11번지,031-559-6898,37.6539909943,127.2420764943
28382,남양주시,지호한방삼계탕(덕소점),경기도 남양주시 와부읍 도곡리 566-1번지,031-576-3339,37.5757846001,127.2275674673
44905,남양주시,정통밥집,경기도 남양주시 삼패동 358-2번지,031-577-5700,37.5932734813,127.1954693982
44907,남양주시,남도한정식,경기도 남양주시 와부읍 도곡리 482-3번지,031-577-3232,37.5624707244,127.2351003891
29178,남양주시,평내복이와요,경기도 남양주시 평내동 572-5번지,031-592-8330,37.6434935319,127.2313783755
29179,남양주시,하륜일만족발(호평점),경기도 남양주시 호평동 175-2번지,031-511-7393,37.6583528015,127.2459161366
29181,남양주시,백년갈비다산점,경기도 남양주시 다산동 6088-1번지,031-565-1212,37.6225564412,127.1524130854
29182,남양주시,청정제주뒷고기,경기도 남양주시 화도읍 마석우리 557-3번지,031-594-9931,37.6569083540,127.3010426741
29184,남양주시,청록야생촌,경기도 남양주시 화도읍 금남리 273번지,031-591-5360,37.6459704747,127.3607083279
28383,남양주시,카초에페페,경기도 남양주시 다산동 6085번지,0507-1316-8265,37.6233919049,127.1514686305
42665,남양주시,오렌지블루스,경기도 남양주시 다산동 6020번지,070-7537-1230,37.6293754242,127.1479614546
35727,남양주시,차우차이,경기도 남양주시 평내동 586-3번지,031-593-8881,37.6465971206,127.2366949563
42935,남양주시,스시진,경기도 남양주시 화도읍 녹촌리 10-3번지,,37.6523768619,127.2970756366
35728,남양주시,토방촌,경기도 남양주시 수석동 155번지,031-555-5575,37.5863854773,127.1713153753
44891,남양주시,사조참치,경기도 남양주시 평내동 206-3번지,070-5014-0769,37.6493350482,127.2357330605
44892,남양주시,피그나,경기도 남양주시 평내동 604-7번지,031-591-2582,37.6423448143,127.2376054315
44893,남양주시,홍콩차우,경기도 남양주시 호평동 632-15번지,031-592-6600,37.6539710310,127.2411922947
44894,남양주시,홍헤야,경기도 남양주시 진접읍 장현리 79번지,031-527-8114,37.7293034234,127.1919626662
44895,남양주시,세보수산,경기도 남양주시 금곡동 434-10번지,031-511-7177,37.6327422668,127.2056672640
44897,남양주시,버드나무집,경기도 남양주시 수석동 133-1번지,031-554-1140,37.5869382182,127.1756283737
44898,남양주시,가든갤러리,경기도 남양주시 수석동 143번지,031-566-7777,37.5878893941,127.1740838108
44900,남양주시,전통남도한정식,경기도 남양주시 진접읍 부평리 266-19번지,031-553-7000,37.7492218456,127.1916190394
44902,남양주시,다송,경기도 남양주시 오남읍 오남리 2-1번지,031-528-1212,37.6973551365,127.2225745384
43609,남양주시,함박가든,경기도 남양주시 별내동 1005번지,070-5014-0769,37.6448328186,127.1272241561
29180,남양주시,상도늘보리(남양주호평점),경기도 남양주시 호평동 273-1번지,031-593-7440,37.6618128602,127.2496231985
32999,남양주시,프라움레스토랑,경기도 남양주시 와부읍 도곡리 504-41번지,031-272-7000,37.5685094872,127.2270504239
35509,남양주시,족발야시장 남양주금곡점,경기도 남양주시 금곡동 427-27번지,031-559-4969,37.6339018601,127.2080314376
2418,남양주시,장어명가,경기도 남양주시 화도읍 차산리 76-20번지,031-511-5887,37.6354066805,127.3036501612
43609,남양주시,함박가든,경기도 남양주시 별내동 1005번지,070-5014-0769,37.6448328186,127.1272241561
28377,남양주시,바다향기,경기도 남양주시 별내동 932-1번지,031-575-1636,37.6577862059,127.1247445506
28379,남양주시,별난고기,경기도 남양주시 별내동 945번지,031-571-3888,37.6588611944,127.1254987517
28381,남양주시,춘향골남원추어탕,경기도 남양주시 와부읍 덕소리 512-6번지,031-577-8866,37.5851467623,127.2111894633
44902,남양주시,다송,경기도 남양주시 오남읍 오남리 2-1번지,031-528-1212,37.6973551365,127.2225745384
28383,남양주시,카초에페페,경기도 남양주시 다산동 6085번지,0507-1316-8265,37.6233919049,127.1514686305
44891,남양주시,사조참치,경기도 남양주시 평내동 206-3번지,070-5014-0769,37.6493350482,127.2357330605
44892,남양주시,피그나,경기도 남양주시 평내동 604-7번지,031-591-2582,37.6423448143,127.2376054315
44893,남양주시,홍콩차우,경기도 남양주시 호평동 632-15번지,031-592-6600,37.6539710310,127.2411922947
44894,남양주시,홍헤야,경기도 남양주시 진접읍 장현리 79번지,031-527-8114,37.7293034234,127.1919626662
32999,남양주시,프라움레스토랑,경기도 남양주시 와부읍 도곡리 504-41번지,031-272-7000,37.5685094872,127.2270504239
35509,남양주시,족발야시장 남양주금곡점,경기도 남양주시 금곡동 427-27번지,031-559-4969,37.6339018601,127.2080314376
35510,남양주시,항아리보쌈 남양주진접점,경기도 남양주시 진접읍 장현리 208-3번지,031-573-1697,37.7219279118,127.1875337960
35727,남양주시,차우차이,경기도 남양주시 평내동 586-3번지,031-593-8881,37.6465971206,127.2366949563
30042,남양주시,황금코다리 다산점,경기도 남양주시 수석동 203번지,031-556-5555,37.5863667249,127.1710549483
34314,남양주시,지호한방삼계탕(평내점),경기도 남양주시 평내동 152-19번지,031-591-6111,37.6516772607,127.2433201675
29179,남양주시,하륜일만족발(호평점),경기도 남양주시 호평동 175-2번지,031-511-7393,37.6583528015,127.2459161366
29182,남양주시,청정제주뒷고기,경기도 남양주시 화도읍 마석우리 557-3번지,031-594-9931,37.6569083540,127.3010426741
29184,남양주시,청록야생촌,경기도 남양주시 화도읍 금남리 273번지,031-591-5360,37.6459704747,127.3607083279
43181,남양주시,더블유참치,경기도 남양주시 와부읍 덕소리 518-8번지,031-577-1557,37.5843346392,127.2108188362
43182,남양주시,평안,경기도 남양주시 평내동 575-1번지,031-591-8848,37.6454995071,127.2335815717
44905,남양주시,정통밥집,경기도 남양주시 삼패동 358-2번지,031-577-5700,37.5932734813,127.1954693982
44906,남양주시,육본한우정육식당,경기도 남양주시 와부읍 율석리 780-14번지,031-565-7212,37.6116562010,127.2115062006
44908,남양주시,별난버섯집,경기도 남양주시 조안면 능내리 471-8번지,031-592-6654,37.5294106306,127.2846992166
42665,남양주시,오렌지블루스,경기도 남양주시 다산동 6020번지,070-7537-1230,37.6293754242,127.1479614546
28107,남양주시,김삿갓밥집(본점),경기도 남양주시 화도읍 구암리 473-7번지,,37.6643587239,127.3614449834
28109,남양주시,햇반,경기도 남양주시 화도읍 금남리 511-19번지,031-591-5554,37.6349741836,127.3533618149
28111,남양주시,굴뚝능이버섯백숙,경기도 남양주시 화도읍 묵현리 232-1번지,,37.6600734449,127.2914085065
28112,남양주시,삼봉푸줏간,경기도 남양주시 조안면 삼봉리 254번지,,37.5936626007,127.3374709404
47858,남양주시,신비면옥,경기도 남양주시 진접읍 팔야리 404-6번지,,37.7569420214,127.2187761463
35727,남양주시,차우차이,경기도 남양주시 평내동 586-3번지,031-593-8881,37.6465971206,127.2366949563
30042,남양주시,황금코다리 다산점,경기도 남양주시 수석동 203번지,031-556-5555,37.5863667249,127.1710549483
32999,남양주시,프라움레스토랑,경기도 남양주시 와부읍 도곡리 504-41번지,031-272-7000,37.5685094872,127.2270504239
32188,남양주시,참치자객,경기도 남양주시 평내동 579번지,031-590-8859,37.6466740514,127.2348242997
32189,남양주시,설악만,경기도 남양주시 별내면 청학리 218-2번지,031-848-1974,37.7074537151,127.1231782544
42935,남양주시,스시진,경기도 남양주시 화도읍 녹촌리 10-3번지,,37.6523768619,127.2970756366
35509,남양주시,족발야시장 남양주금곡점,경기도 남양주시 금곡동 427-27번지,031-559-4969,37.6339018601,127.2080314376
35510,남양주시,항아리보쌈 남양주진접점,경기도 남양주시 진접읍 장현리 208-3번지,031-573-1697,37.7219279118,127.1875337960
44891,남양주시,사조참치,경기도 남양주시 평내동 206-3번지,070-5014-0769,37.6493350482,127.2357330605
44892,남양주시,피그나,경기도 남양주시 평내동 604-7번지,031-591-2582,37.6423448143,127.2376054315
44893,남양주시,홍콩차우,경기도 남양주시 호평동 632-15번지,031-592-6600,37.6539710310,127.2411922947
44894,남양주시,홍헤야,경기도 남양주시 진접읍 장현리 79번지,031-527-8114,37.7293034234,127.1919626662
44895,남양주시,세보수산,경기도 남양주시 금곡동 434-10번지,031-511-7177,37.6327422668,127.2056672640
44896,남양주시,무봉리토종순대국 다산블루웨일점,경기도 남양주시 다산동 6144번지,031-8034-1333,37.6138699011,127.1532353373
44898,남양주시,가든갤러리,경기도 남양주시 수석동 143번지,031-566-7777,37.5878893941,127.1740838108
44900,남양주시,전통남도한정식,경기도 남양주시 진접읍 부평리 266-19번지,031-553-7000,37.7492218456,127.1916190394
2438,남양주시,동강의 향기,경기도 남양주시 수석동 162-8번지,031-528-0833,37.5864077834,127.1728556818
2439,남양주시,나룻터,경기도 남양주시 수석동 160번지,031-555-5282,37.5862800565,127.1723012430
2440,남양주시,초대,경기도 남양주시 수석동 183번지,031-555-7318,37.5856110197,127.1715679610
2441,남양주시,한강,경기도 남양주시 수석동 198번지,031-556-5561,37.5857624176,127.1709103643
2442,남양주시,카페수석동198,경기도 남양주시 수석동 198번지,031-557-0661,37.5857624176,127.1709103643
2444,남양주시,시래마루 수석점,경기도 남양주시 수석동 205번지,031-566-3314,37.5863566061,127.1706585655
43609,남양주시,함박가든,경기도 남양주시 별내동 1005번지,070-5014-0769,37.6448328186,127.1272241561
43181,남양주시,더블유참치,경기도 남양주시 와부읍 덕소리 518-8번지,031-577-1557,37.5843346392,127.2108188362
43182,남양주시,평안,경기도 남양주시 평내동 575-1번지,031-591-8848,37.6454995071,127.2335815717
34314,남양주시,지호한방삼계탕(평내점),경기도 남양주시 평내동 152-19번지,031-591-6111,37.6516772607,127.2433201675
2445,남양주시,삼다도,경기도 남양주시 수석동 195번지,031-566-5885,37.5860065681,127.1711924505
44905,남양주시,정통밥집,경기도 남양주시 삼패동 358-2번지,031-577-5700,37.5932734813,127.1954693982
44906,남양주시,육본한우정육식당,경기도 남양주시 와부읍 율석리 780-14번지,031-565-7212,37.6116562010,127.2115062006
44908,남양주시,별난버섯집,경기도 남양주시 조안면 능내리 471-8번지,031-592-6654,37.5294106306,127.2846992166
32189,남양주시,설악만,경기도 남양주시 별내면 청학리 218-2번지,031-848-1974,37.7074537151,127.1231782544
44896,남양주시,무봉리토종순대국 다산블루웨일점,경기도 남양주시 다산동 6144번지,031-8034-1333,37.6138699011,127.1532353373
44898,남양주시,가든갤러리,경기도 남양주시 수석동 143번지,031-566-7777,37.5878893941,127.1740838108
44900,남양주시,전통남도한정식,경기도 남양주시 진접읍 부평리 266-19번지,031-553-7000,37.7492218456,127.1916190394
44902,남양주시,다송,경기도 남양주시 오남읍 오남리 2-1번지,031-528-1212,37.6973551365,127.2225745384
2417,남양주시,아리랑한식뷔페,경기도 남양주시 일패동 72번지,031-511-5432,37.6265090696,127.1896788895
2419,남양주시,쿠우쿠우호평점,경기도 남양주시 호평동 639번지,031-511-6275,37.6556538190,127.2440773974
29682,남양주시,철수네뽕잎칼국수호평점,경기도 남양주시 호평동 626-2번지,031-511-5779,37.6544930579,127.2408503772
2421,남양주시,"배갈비,태릉배갈비",경기도 남양주시 금곡동 185-18번지,031-559-8588,37.6352803287,127.2151664197
2422,남양주시,남양주축협한우명가,경기도 남양주시 화도읍 창현리 555-4번지,031-560-4812,37.6465592026,127.3054005058
2424,남양주시,만리장성,경기도 남양주시 진건읍 사능리 600-3번지,031-573-2006,37.6513470974,127.1784772633
2426,남양주시,소담촌 마석점,경기도 남양주시 화도읍 마석우리 541-1번지,031-592-8545,37.6582868831,127.3007328844
2428,남양주시,맷돌36샤브샤브,경기도 남양주시 화도읍 마석우리 514-13번지,031-593-3939,37.6580785222,127.2948606613
2430,남양주시,광릉돌솥밥,경기도 남양주시 진접읍 팔야리 732-6번지,031-527-3334,37.7496438017,127.2086783633
2432,남양주시,쿠우쿠우 별내점,경기도 남양주시 별내동 1006번지,031-574-6274,37.6461610351,127.1254038289
2434,남양주시,소담촌(호평점),경기도 남양주시 호평동 641-1번지,031-594-4147,37.6541135945,127.2445701661
2436,남양주시,청춘다방,경기도 남양주시 평내동 578-3번지,031-592-5858,37.6454215274,127.2349761137
2437,남양주시,압소담,경기도 남양주시 수석동 159번지,02-558-5290,37.5862704140,127.1720747556
2417,남양주시,아리랑한식뷔페,경기도 남양주시 일패동 72번지,031-511-5432,37.6265090696,127.1896788895
2419,남양주시,쿠우쿠우호평점,경기도 남양주시 호평동 639번지,031-511-6275,37.6556538190,127.2440773974
2421,남양주시,"배갈비,태릉배갈비",경기도 남양주시 금곡동 185-18번지,031-559-8588,37.6352803287,127.2151664197
2423,남양주시,㈜더 늘봄,경기도 남양주시 진접읍 팔야리 733-1번지,031-571-8686,37.7493163194,127.2074650581
2425,남양주시,별미지교,경기도 남양주시 화도읍 묵현리 23번지,031-592-1789,37.6675177904,127.3014338939
2427,남양주시,맷돌36숯불갈비,경기도 남양주시 화도읍 마석우리 514-13번지,031-593-1511,37.6580785222,127.2948606613
2429,남양주시,더만족해(The 만족해),경기도 남양주시 평내동 578-3번지,031-593-7885,37.6454215274,127.2349761137
2431,남양주시,(주)광릉불고기,경기도 남양주시 진접읍 팔야리 778-9번지,031-527-6631,37.7450001929,127.2079587740
2433,남양주시,두끼평내호평점,경기도 남양주시 호평동 640번지,031-593-2770,37.6550950658,127.2441133261
2436,남양주시,청춘다방,경기도 남양주시 평내동 578-3번지,031-592-5858,37.6454215274,127.2349761137
30210,남양주시,지호한방삼계탕 다산신도시점,경기도 남양주시 다산동 6089-1번지,031-566-1423,37.6235410930,127.1531564213
24818,남양주시,석화,경기도 남양주시 화도읍 묵현리 211번지,031-591-8287,37.6636076028,127.2919201770
17025,남양주시,본가제주밥상,경기도 남양주시 수석동 142-1번지,031-569-5553,37.5870453823,127.1752654575
17026,남양주시,코바코남양주장현점,경기도 남양주시 진접읍 장현리 643-20번지,031-511-9117,37.7172139522,127.1808024915
17027,남양주시,"계림상황삼계탕,오리",경기도 남양주시 별내동 1101번지,031-573-3252,37.6512911395,127.1119218319
17029,남양주시,어림,경기도 남양주시 다산동 606번지,031-567-7939,37.6028562090,127.1596873472
17031,남양주시,일등가다산점,경기도 남양주시 다산동 6087-3번지,031-552-5779,37.6230344472,127.1525128483
17033,남양주시,죽이야기(별내파라곤스퀘어점),경기도 남양주시 별내동 975-1번지,031-529-1233,37.6519200586,127.1280843097
2418,남양주시,장어명가,경기도 남양주시 화도읍 차산리 76-20번지,031-511-5887,37.6354066805,127.3036501612
2421,남양주시,"배갈비,태릉배갈비",경기도 남양주시 금곡동 185-18번지,031-559-8588,37.6352803287,127.2151664197
2423,남양주시,㈜더 늘봄,경기도 남양주시 진접읍 팔야리 733-1번지,031-571-8686,37.7493163194,127.2074650581
2428,남양주시,맷돌36샤브샤브,경기도 남양주시 화도읍 마석우리 514-13번지,031-593-3939,37.6580785222,127.2948606613
2430,남양주시,광릉돌솥밥,경기도 남양주시 진접읍 팔야리 732-6번지,031-527-3334,37.7496438017,127.2086783633
2433,남양주시,두끼평내호평점,경기도 남양주시 호평동 640번지,031-593-2770,37.6550950658,127.2441133261
2436,남양주시,청춘다방,경기도 남양주시 평내동 578-3번지,031-592-5858,37.6454215274,127.2349761137
2443,남양주시,안채,경기도 남양주시 수석동 162-2번지,031-557-3848,37.5863450977,127.1730032006
26512,남양주시,텍사스로드하우스남양주점,경기도 남양주시 다산동 6141번지,031-525-2170,37.6161029057,127.1524431285
26514,남양주시,피자오현대프리이엄아울렛다산점,경기도 남양주시 다산동 6141번지,,37.6161029057,127.1524431285
26516,남양주시,종로계림닭도리탕원조,경기도 남양주시 다산동 6141번지,,37.6161029057,127.1524431285
26518,남양주시,만추,경기도 남양주시 다산동 6141번지,,37.6161029057,127.1524431285
26520,남양주시,이태원더버거㈜스페이스원,경기도 남양주시 다산동 6141번지,02-797-8940,37.6161029057,127.1524431285
26521,남양주시,온기정,경기도 남양주시 다산동 6141번지,031-8078-2075,37.6161029057,127.1524431285
26523,남양주시,육첩반상,경기도 남양주시 다산동 6141번지,031-8078-2067,37.6161029057,127.1524431285
26525,남양주시,간코,경기도 남양주시 다산동 6141번지,031-8078-2069,37.6161029057,127.1524431285
26527,남양주시,㈜한길상회,경기도 남양주시 다산동 6141번지,,37.6161029057,127.1524431285
26529,남양주시,콘타이,경기도 남양주시 다산동 6141번지,02-335-6001,37.6161029057,127.1524431285
26531,남양주시,아웃백스테이크하우스남양주현대아울렛점,경기도 남양주시 다산동 6141번지,031-8078-2344,37.6161029057,127.1524431285
26532,남양주시,다산랑만,경기도 남양주시 다산동 6141번지,,37.6161029057,127.1524431285
26533,남양주시,두끼,경기도 남양주시 다산동 6141번지,,37.6161029057,127.1524431285
20635,남양주시,유락,경기도 남양주시 진접읍 장현리 695-1번지,031-529-8847,37.7136958210,127.1797170365
20637,남양주시,연안식당호평점,경기도 남양주시 호평동 632-14번지,031-594-6506,37.6539715033,127.2414076918
20639,남양주시,귀품찬곽만근숯불구이전문점,경기도 남양주시 와부읍 덕소리 86번지,031-576-6780,37.5897118787,127.2242885104
20641,남양주시,화덕을맛난생선,경기도 남양주시 평내동 152-19번지,031-591-6111,37.6516772607,127.2433201675
20642,남양주시,보쌈제복다산역점,경기도 남양주시 다산동 6087번지,031-554-4133,37.6231865382,127.1521268497
20644,남양주시,올리앤다산점,경기도 남양주시 다산동 6237-1번지,031-567-9008,37.5997163202,127.1745306821
27558,남양주시,엔케이(NK)웰빙가든(오아시스레스토랑),경기도 남양주시 와부읍 도곡리 498-1번지,031-521-7334,37.5687876705,127.2304352401
2431,남양주시,(주)광릉불고기,경기도 남양주시 진접읍 팔야리 778-9번지,031-527-6631,37.7450001929,127.2079587740
2418,남양주시,장어명가,경기도 남양주시 화도읍 차산리 76-20번지,031-511-5887,37.6354066805,127.3036501612
2420,남양주시,크리미부어크,경기도 남양주시 호평동 269-1번지,031-559-3884,37.6620816694,127.2488739869
2422,남양주시,남양주축협한우명가,경기도 남양주시 화도읍 창현리 555-4번지,031-560-4812,37.6465592026,127.3054005058
2424,남양주시,만리장성,경기도 남양주시 진건읍 사능리 600-3번지,031-573-2006,37.6513470974,127.1784772633
2427,남양주시,맷돌36숯불갈비,경기도 남양주시 화도읍 마석우리 514-13번지,031-593-1511,37.6580785222,127.2948606613
2429,남양주시,더만족해(The 만족해),경기도 남양주시 평내동 578-3번지,031-593-7885,37.6454215274,127.2349761137
2431,남양주시,(주)광릉불고기,경기도 남양주시 진접읍 팔야리 778-9번지,031-527-6631,37.7450001929,127.2079587740
2433,남양주시,두끼평내호평점,경기도 남양주시 호평동 640번지,031-593-2770,37.6550950658,127.2441133261
2436,남양주시,청춘다방,경기도 남양주시 평내동 578-3번지,031-592-5858,37.6454215274,127.2349761137
2435,남양주시,삼성웰스토리㈜비전힐스CC,경기도 남양주시 화도읍 녹촌리 산52-1번지,031-595-2003,37.6480531710,127.2691557768
2418,남양주시,장어명가,경기도 남양주시 화도읍 차산리 76-20번지,031-511-5887,37.6354066805,127.3036501612
2420,남양주시,크리미부어크,경기도 남양주시 호평동 269-1번지,031-559-3884,37.6620816694,127.2488739869
2422,남양주시,남양주축협한우명가,경기도 남양주시 화도읍 창현리 555-4번지,031-560-4812,37.6465592026,127.3054005058
2425,남양주시,별미지교,경기도 남양주시 화도읍 묵현리 23번지,031-592-1789,37.6675177904,127.3014338939
2417,남양주시,아리랑한식뷔페,경기도 남양주시 일패동 72번지,031-511-5432,37.6265090696,127.1896788895
2420,남양주시,크리미부어크,경기도 남양주시 호평동 269-1번지,031-559-3884,37.6620816694,127.2488739869
2422,남양주시,남양주축협한우명가,경기도 남양주시 화도읍 창현리 555-4번지,031-560-4812,37.6465592026,127.3054005058
2424,남양주시,만리장성,경기도 남양주시 진건읍 사능리 600-3번지,031-573-2006,37.6513470974,127.1784772633
2426,남양주시,소담촌 마석점,경기도 남양주시 화도읍 마석우리 541-1번지,031-592-8545,37.6582868831,127.3007328844
2428,남양주시,맷돌36샤브샤브,경기도 남양주시 화도읍 마석우리 514-13번지,031-593-3939,37.6580785222,127.2948606613
2430,남양주시,광릉돌솥밥,경기도 남양주시 진접읍 팔야리 732-6번지,031-527-3334,37.7496438017,127.2086783633
2432,남양주시,쿠우쿠우 별내점,경기도 남양주시 별내동 1006번지,031-574-6274,37.6461610351,127.1254038289
2435,남양주시,삼성웰스토리㈜비전힐스CC,경기도 남양주시 화도읍 녹촌리 산52-1번지,031-595-2003,37.6480531710,127.2691557768
2443,남양주시,안채,경기도 남양주시 수석동 162-2번지,031-557-3848,37.5863450977,127.1730032006
2418,남양주시,장어명가,경기도 남양주시 화도읍 차산리 76-20번지,031-511-5887,37.6354066805,127.3036501612
2421,남양주시,"배갈비,태릉배갈비",경기도 남양주시 금곡동 185-18번지,031-559-8588,37.6352803287,127.2151664197
2423,남양주시,㈜더 늘봄,경기도 남양주시 진접읍 팔야리 733-1번지,031-571-8686,37.7493163194,127.2074650581
2428,남양주시,맷돌36샤브샤브,경기도 남양주시 화도읍 마석우리 514-13번지,031-593-3939,37.6580785222,127.2948606613
2430,남양주시,광릉돌솥밥,경기도 남양주시 진접읍 팔야리 732-6번지,031-527-3334,37.7496438017,127.2086783633
2433,남양주시,두끼평내호평점,경기도 남양주시 호평동 640번지,031-593-2770,37.6550950658,127.2441133261
2436,남양주시,청춘다방,경기도 남양주시 평내동 578-3번지,031-592-5858,37.6454215274,127.2349761137
2443,남양주시,안채,경기도 남양주시 수석동 162-2번지,031-557-3848,37.5863450977,127.1730032006
2443,남양주시,안채,경기도 남양주시 수석동 162-2번지,031-557-3848,37.5863450977,127.1730032006
2420,남양주시,크리미부어크,경기도 남양주시 호평동 269-1번지,031-559-3884,37.6620816694,127.2488739869
2422,남양주시,남양주축협한우명가,경기도 남양주시 화도읍 창현리 555-4번지,031-560-4812,37.6465592026,127.3054005058
17032,남양주시,죽이야기(남양주마석점),경기도 남양주시 화도읍 묵현리 406-3번지,031-558-6233,37.6561838877,127.2741302766
20637,남양주시,연안식당호평점,경기도 남양주시 호평동 632-14번지,031-594-6506,37.6539715033,127.2414076918
20640,남양주시,남도사랑채,경기도 남양주시 와부읍 덕소리 567-3번지,031-576-0589,37.5849093862,127.2099558150
20642,남양주시,보쌈제복다산역점,경기도 남양주시 다산동 6087번지,031-554-4133,37.6231865382,127.1521268497
2423,남양주시,㈜더 늘봄,경기도 남양주시 진접읍 팔야리 733-1번지,031-571-8686,37.7493163194,127.2074650581
2425,남양주시,별미지교,경기도 남양주시 화도읍 묵현리 23번지,031-592-1789,37.6675177904,127.3014338939
2427,남양주시,맷돌36숯불갈비,경기도 남양주시 화도읍 마석우리 514-13번지,031-593-1511,37.6580785222,127.2948606613
2429,남양주시,더만족해(The 만족해),경기도 남양주시 평내동 578-3번지,031-593-7885,37.6454215274,127.2349761137
2431,남양주시,(주)광릉불고기,경기도 남양주시 진접읍 팔야리 778-9번지,031-527-6631,37.7450001929,127.2079587740
15166,남양주시,이차돌남양주마석점,경기도 남양주시 화도읍 마석우리 363-6번지,031-591-0888,37.6576187343,127.3054396680
2423,남양주시,㈜더 늘봄,경기도 남양주시 진접읍 팔야리 733-1번지,031-571-8686,37.7493163194,127.2074650581
2425,남양주시,별미지교,경기도 남양주시 화도읍 묵현리 23번지,031-592-1789,37.6675177904,127.3014338939
2427,남양주시,맷돌36숯불갈비,경기도 남양주시 화도읍 마석우리 514-13번지,031-593-1511,37.6580785222,127.2948606613
2429,남양주시,더만족해(The 만족해),경기도 남양주시 평내동 578-3번지,031-593-7885,37.6454215274,127.2349761137
2431,남양주시,(주)광릉불고기,경기도 남양주시 진접읍 팔야리 778-9번지,031-527-6631,37.7450001929,127.2079587740
2436,남양주시,청춘다방,경기도 남양주시 평내동 578-3번지,031-592-5858,37.6454215274,127.2349761137
17026,남양주시,코바코남양주장현점,경기도 남양주시 진접읍 장현리 643-20번지,031-511-9117,37.7172139522,127.1808024915
17029,남양주시,어림,경기도 남양주시 다산동 606번지,031-567-7939,37.6028562090,127.1596873472
17031,남양주시,일등가다산점,경기도 남양주시 다산동 6087-3번지,031-552-5779,37.6230344472,127.1525128483
17033,남양주시,죽이야기(남양주별내로데오점),경기도 남양주시 별내동 1060번지 동익미라벨,031-529-1233,37.6495591543,127.1225980875
20639,남양주시,귀품찬곽만근숯불구이전문점,경기도 남양주시 와부읍 덕소리 86번지,031-576-6780,37.5897118787,127.2242885104
20642,남양주시,보쌈제복다산역점,경기도 남양주시 다산동 6087번지,031-554-4133,37.6231865382,127.1521268497
2419,남양주시,쿠우쿠우호평점,경기도 남양주시 호평동 639번지,031-511-6275,37.6556538190,127.2440773974
2432,남양주시,쿠우쿠우 별내점,경기도 남양주시 별내동 1006번지,031-574-6274,37.6461610351,127.1254038289
2435,남양주시,삼성웰스토리㈜비전힐스CC,경기도 남양주시 화도읍 녹촌리 산52-1번지,031-595-2003,37.6480531710,127.2691557768
2443,남양주시,안채,경기도 남양주시 수석동 162-2번지,031-557-3848,37.5863450977,127.1730032006
2424,남양주시,만리장성,경기도 남양주시 진건읍 사능리 600-3번지,031-573-2006,37.6513470974,127.1784772633
2417,남양주시,아리랑한식뷔페,경기도 남양주시 일패동 72번지,031-511-5432,37.6265090696,127.1896788895
